SITE,DATE,STANDTEMP,InvGPP,InvER
nwis_01611500,7/2/16,-1.328431867,0.189408066,0.205166703
nwis_01611500,7/4/16,-1.073003482,0.50916265,0.201652458
nwis_01611500,7/5/16,-1.159707915,0.249122153,0.252330937
nwis_01611500,7/6/16,-1.474639249,0.162983721,0.230879496
nwis_01611500,7/7/16,-1.550427891,0.153081453,0.221835155
nwis_01611500,7/8/16,-1.588614268,0.149052678,0.188492067
nwis_01611500,7/9/16,-1.674927503,0.157146016,0.163481124
nwis_01611500,7/10/16,-1.598551874,0.175605191,0.164802696
nwis_01611500,7/11/16,-1.589957486,0.142070635,0.143139281
nwis_01611500,7/12/16,-1.653786951,0.167915199,0.175316777
nwis_01611500,7/14/16,-1.854089496,0.151392066,0.152040289
nwis_01611500,7/15/16,-1.801817757,0.190235255,0.173699227
nwis_01611500,7/16/16,-1.721141892,0.172162392,0.162962795
nwis_01611500,7/17/16,-1.734478044,0.145447478,0.147319345
nwis_01611500,7/18/16,-1.654054698,0.184526343,0.136890563
nwis_01611500,7/19/16,-1.7267442,0.16149847,0.163225212
nwis_01611500,7/20/16,-1.703524031,0.157999501,0.16083683
nwis_01611500,7/21/16,-1.665029114,0.154595677,0.154827654
nwis_01611500,7/22/16,-1.608484375,0.200250432,0.211658467
nwis_01611500,7/23/16,-1.715804846,0.192903788,0.179365103
nwis_01611500,7/24/16,-1.872364298,0.159966991,0.16066193
nwis_01611500,7/25/16,-1.998224825,0.14922074,0.157061091
nwis_01611500,7/26/16,-1.929988012,0.183660089,0.158140787
nwis_01611500,7/27/16,-1.900933458,0.153596521,0.155602349
nwis_01611500,7/28/16,-1.744340858,0.199863833,0.132463966
nwis_01611500,7/29/16,-1.732611538,0.134674833,0.142343377
nwis_01611500,7/30/16,-1.731811552,0.195538749,0.159256053
nwis_01611500,7/31/16,-1.701654526,0.18128728,0.188087424
nwis_01611500,8/1/16,-1.726210717,0.133784785,0.153043016
nwis_01611500,8/2/16,-1.733678135,0.124057389,0.157137658
nwis_01611500,8/3/16,-1.632355185,0.16392213,0.165221421
nwis_01611500,8/4/16,-1.582703,0.123793686,0.151284485
nwis_01611500,8/5/16,-1.556618124,0.11759063,0.112065325
nwis_01611500,8/6/16,-1.572219493,0.126180965,0.129272577
nwis_01611500,8/7/16,-1.567647981,0.140206151,0.168591678
nwis_01611500,8/10/16,-1.484635492,0.108207999,0.100959102
nwis_01611500,8/11/16,-1.74300834,0.097365671,0.084229656
nwis_01611500,8/12/16,-1.855679299,0.131832098,0.109971248
nwis_01611500,8/13/16,-1.9589986,0.095983459,0.094760609
nwis_01611500,8/14/16,-1.898289952,0.11868943,0.118664769
nwis_01611500,8/15/16,-1.798894838,0.090376976,0.086642906
nwis_01611500,8/17/16,-1.800754929,0.087571813,0.09346862
nwis_01611500,8/18/16,-1.802880527,0.078539038,0.092054886
nwis_01611500,8/19/16,-1.749670007,0.063912739,0.082712725
nwis_01611500,8/20/16,-1.748604295,0.079001821,0.097844666
nwis_01611500,8/21/16,-1.60928949,0.133537553,0.126114413
nwis_01611500,8/22/16,-1.471666399,0.083219117,0.097009965
nwis_01611500,8/23/16,-1.358903249,0.091257325,0.106585564
nwis_01611500,8/24/16,-1.453819729,0.079862562,0.093751323
nwis_01611500,8/25/16,-1.528881219,0.10031842,0.099517221
nwis_01611500,8/26/16,-1.661014807,0.079523032,0.071690943
nwis_01611500,8/27/16,-1.67412512,0.077166519,0.081156441
nwis_01611500,8/28/16,-1.725143706,0.073456606,0.076531414
nwis_01611500,8/29/16,-1.692571492,0.083168008,0.095112375
nwis_01611500,8/30/16,-1.609021122,0.085530853,0.092172418
nwis_01611500,8/31/16,-1.594792299,0.096491275,0.113085122
nwis_01611500,9/1/16,-1.493276738,0.130693586,0.164368295
nwis_01611500,9/2/16,-1.31998939,0.094964205,0.108149273
nwis_01611500,9/3/16,-1.183038674,0.098424377,0.097702619
nwis_01611500,9/4/16,-1.179472244,0.101262138,0.130896158
nwis_01611500,9/5/16,-1.18578164,0.090677354,0.099422172
nwis_01611500,9/6/16,-1.231258697,0.10579096,0.116010047
nwis_01611500,9/7/16,-1.34748207,0.136435389,0.117318221
nwis_01611500,9/8/16,-1.464637852,0.091767344,0.094227093
nwis_01611500,9/9/16,-1.547197418,0.098815982,0.094968449
nwis_01611500,9/10/16,-1.618680013,0.092543794,0.075682825
nwis_01611500,9/11/16,-1.486256019,0.083126703,0.10955771
nwis_01611500,9/12/16,-1.300366924,0.096153184,0.104498132
nwis_01611500,9/13/16,-1.308000232,0.091988085,0.093662351
nwis_01611500,9/14/16,-1.348298091,0.098900986,0.108036052
nwis_01611500,9/15/16,-1.10001936,0.219168695,0.239312933
nwis_01611500,9/16/16,-0.980925542,0.185731119,0.146962783
nwis_01611500,9/17/16,-1.015540001,0.175507735,0.159472416
nwis_01611500,9/18/16,-1.061413838,0.213297911,0.164247339
nwis_01611500,9/19/16,-1.068037331,0.200431302,0.168313141
nwis_01611500,9/20/16,-1.200587003,0.108145667,0.127781169
nwis_01611500,9/21/16,-1.198942517,0.102573598,0.118042347
nwis_01611500,9/22/16,-1.155587831,0.097783637,0.115427119
nwis_01611500,9/23/16,-1.123146205,0.088879368,0.097204119
nwis_01611500,9/24/16,-1.01775325,0.164313874,0.185553116
nwis_01611500,9/25/16,-0.863614884,0.127591007,0.165964817
nwis_01611500,9/26/16,-0.752612631,0.195034883,0.146693744
nwis_01611500,9/27/16,-0.791268631,0.124354717,0.145026162
nwis_01611500,9/28/16,-0.629136744,0.189293129,0.125433989
nwis_01611500,9/29/16,-0.452008193,,0.135107798
nwis_01611500,9/30/16,-0.380427089,,0.185600556
nwis_01611500,10/1/16,-0.340961992,,0.114165264
nwis_01611500,10/2/16,-0.425516088,1.807850258,0.147374405
nwis_01611500,10/3/16,-0.475337617,0.582877943,0.16356038
nwis_01611500,10/4/16,-0.508293569,0.386686043,0.149966294
nwis_01611500,10/5/16,-0.440618057,0.374699609,0.12392248
nwis_01611500,10/6/16,-0.382426863,0.229665755,0.132147609
nwis_01611500,10/7/16,-0.407264477,0.258077087,0.132157041
nwis_01611500,10/8/16,-0.412114191,0.60248571,0.114447328
nwis_01611500,10/9/16,-0.335235934,0.199626172,0.157546213
nwis_01611500,10/10/16,-0.143615832,0.246626326,0.353445674
nwis_01611500,10/11/16,0.010776222,0.233075249,0.443949142
nwis_01611500,10/13/16,0.088418615,0.244982404,0.27199443
nwis_01611500,10/14/16,0.12207856,0.145627121,0.23067754
nwis_01611500,10/15/16,0.083739937,0.144712101,0.19983856
nwis_01611500,10/16/16,-0.036654198,0.153967283,0.188436169
nwis_01611500,10/17/16,-0.195586142,0.145381082,0.137871162
nwis_01611500,10/18/16,-0.314895156,0.150803581,0.124830526
nwis_01611500,10/19/16,-0.446598691,0.15805022,0.119095727
nwis_01611500,10/20/16,-0.580548318,0.180405323,0.1172575
nwis_01611500,10/21/16,-0.47135648,,0.148877406
nwis_01611500,10/22/16,-0.025606786,,0.146739891
nwis_01611500,10/23/16,0.051311449,0.208900607,0.110608444
nwis_01611500,10/24/16,0.15256724,0.264355862,0.124708872
nwis_01611500,10/25/16,0.353056185,0.309731282,0.146694399
nwis_01611500,10/26/16,0.440652839,0.245035827,0.115757763
nwis_01611500,10/27/16,0.470432412,0.507286935,0.13948859
nwis_01611500,10/28/16,0.437082216,0.261364162,0.142981429
nwis_01611500,10/29/16,0.396361943,0.338104849,0.221762301
nwis_01611500,10/30/16,0.161957634,0.315887347,0.127134767
nwis_01611500,10/31/16,0.212211587,0.255339974,0.114756844
nwis_01611500,11/1/16,0.278821051,0.509965684,0.186110097
nwis_01611500,11/2/16,0.164599468,0.370193908,0.180488982
nwis_01611500,11/3/16,0.12530115,0.956859765,0.164065291
nwis_01611500,11/4/16,0.222218492,0.387629777,0.1636866
nwis_01611500,11/5/16,0.383301176,0.320984812,0.14907876
nwis_01611500,11/6/16,0.487724534,0.320587081,0.154407791
nwis_01611500,11/8/16,0.649728092,0.417468109,0.24472955
nwis_01611500,11/9/16,0.597183256,0.336451482,0.132275327
nwis_01611500,11/10/16,0.643716131,0.400811263,0.176683288
nwis_01611500,11/11/16,0.678911186,0.405951978,0.172524484
nwis_01611500,11/12/16,0.89470612,0.343641859,0.162443423
nwis_01611500,11/13/16,1.070704823,0.4060258,0.197997968
nwis_01611500,11/14/16,1.124782757,0.531116945,0.303616199
nwis_01611500,11/16/16,1.014625685,0.484554152,0.266905843
nwis_01611500,11/17/16,1.017992264,0.384131453,0.262073036
nwis_01611500,11/18/16,1.008506038,0.388293171,0.248286385
nwis_01611500,11/19/16,1.091888985,0.560326136,0.268673901
nwis_01611500,11/20/16,1.356823316,1.213192606,0.484792391
nwis_01611500,11/21/16,1.568209471,1.127292951,0.559358079
nwis_01611500,11/22/16,1.566638084,0.626458552,0.385290359
nwis_01611500,11/23/16,1.549674619,0.808515496,0.476400912
nwis_01611500,11/24/16,1.461623338,0.887312894,0.326214165
nwis_01611500,11/25/16,1.292520624,0.570219016,0.360763961
nwis_01611500,11/26/16,1.314243254,1.111515928,0.312812041
nwis_01611500,11/27/16,1.336610231,0.618721866,0.3671192
nwis_01611500,11/28/16,1.461623338,1.196964242,0.482032289
nwis_01611500,11/29/16,1.287248553,0.782077557,0.299071383
nwis_01611500,11/30/16,1.164201106,,0.290795449
nwis_01611500,12/1/16,1.198753792,1.042450295,0.324158052
nwis_01611500,12/2/16,1.327287734,1.408726114,0.493366902
nwis_01611500,12/3/16,1.426319254,1.475595899,0.646051671
nwis_01611500,12/4/16,1.447557029,0.867655185,0.78683646
nwis_01611500,12/5/16,1.367715421,1.003282692,0.614742416
nwis_01611500,12/6/16,1.467252518,,0.673626447
nwis_01611500,12/7/16,1.402608491,0.948203594,0.938810556
nwis_01611500,12/8/16,1.531469917,1.082137439,
nwis_01611500,12/9/16,1.737349503,1.411357144,
nwis_01611500,12/10/16,1.884877399,1.247972228,1.884797831
nwis_01611500,12/11/16,1.947186955,1.541151136,1.331597808
nwis_01611500,12/12/16,1.874669803,,1.68605929
nwis_01611500,12/13/16,1.865423439,1.56600215,1.349416441
nwis_01611500,12/14/16,1.856181131,1.535414206,1.420924617
nwis_01611500,12/18/16,2.179827964,1.147899335,0.399322904
nwis_01611500,12/19/16,2.142975871,,
nwis_01611500,12/20/16,2.177886784,,
nwis_01611500,12/21/16,2.148790368,,
nwis_01611500,12/22/16,2.090072667,,1.308744176
nwis_01611500,12/23/16,2.078799432,1.753922407,
nwis_01611500,12/24/16,1.998129696,,0.975272597
nwis_01611500,12/25/16,1.830387872,1.448432557,1.215820798
nwis_01611500,12/26/16,1.746856717,,
nwis_01611500,12/27/16,1.599976787,1.063690696,1.068266052
nwis_01611500,12/28/16,1.648507037,1.18712279,0.86287383
nwis_01611500,12/29/16,1.677868784,1.297329074,0.809215059
nwis_01611500,12/30/16,1.786198892,1.233664813,1.014222148
nwis_01649190,10/3/07,-0.506874179,,0.712844232
nwis_01649190,10/4/07,-0.629418887,,0.588597873
nwis_01649190,10/5/07,-0.658880713,,0.851659652
nwis_01649190,10/8/07,-0.772930469,,0.67264496
nwis_01649190,10/9/07,-0.814202341,,0.993312979
nwis_01649190,10/10/07,-0.713318972,,0.732551026
nwis_01649190,10/11/07,-0.294533648,,0.984101183
nwis_01649190,10/12/07,-0.025025175,,0.499900623
nwis_01649190,10/13/07,0.163718818,,0.689130249
nwis_01649190,10/14/07,0.256102073,,0.804787579
nwis_01649190,10/15/07,0.242247151,,0.954128101
nwis_01649190,10/16/07,0.12354331,,1.144899648
nwis_01649190,10/17/07,-0.032003395,,0.925988707
nwis_01649190,10/18/07,-0.209854386,,1.061806862
nwis_01649190,10/20/07,-0.178854858,,0.873424406
nwis_01649190,10/21/07,0.026659814,,0.648944346
nwis_01649190,10/22/07,-0.040432183,,0.669078272
nwis_01649190,10/23/07,-0.286641572,,0.651520568
nwis_01649190,10/24/07,-0.297259278,,
nwis_01649190,10/26/07,0.033950057,,
nwis_01649190,10/27/07,-0.149541473,,
nwis_01649190,10/28/07,0.254922561,,
nwis_01649190,10/31/07,0.690204469,,
nwis_01649190,11/1/07,0.498912601,,1.577409253
nwis_01649190,11/2/07,0.654538934,,1.315605501
nwis_01649190,11/3/07,0.702558922,,1.429710755
nwis_01649190,11/4/07,0.759908687,,1.573458141
nwis_01649190,11/5/07,0.825453233,,
nwis_01649190,11/6/07,0.79802925,,0.938388221
nwis_01649190,11/7/07,0.983740008,,1.588619336
nwis_01649190,11/8/07,1.162814032,,
nwis_01649190,11/9/07,1.202768104,,
nwis_01649190,11/10/07,1.114478615,,
nwis_01649190,11/11/07,1.192579444,,
nwis_01649190,11/12/07,0.961292832,,
nwis_01649190,11/13/07,0.793033242,,
nwis_01649190,11/14/07,0.684030036,,1.26509118
nwis_01649190,11/15/07,0.664464867,,
nwis_01649190,11/16/07,1.047549898,,
nwis_01649190,11/17/07,1.169442003,,
nwis_01649190,11/18/07,1.001623603,,
nwis_01649190,11/19/07,1.01386063,,
nwis_01649190,11/20/07,0.878283036,,
nwis_01649190,11/22/07,0.557788273,,1.287065573
nwis_01649190,11/23/07,1.059660828,,1.441492805
nwis_01649190,11/24/07,1.409001501,,
nwis_01649190,11/25/07,1.304775604,,
nwis_01649190,11/26/07,0.983434441,,
nwis_01649190,11/27/07,0.897140284,,0.892602134
nwis_01649190,11/28/07,1.251619635,,
nwis_01649190,11/29/07,1.302913622,,
nwis_01649190,11/30/07,1.463186847,,
nwis_01649190,12/1/07,1.658605364,,
nwis_01649190,12/2/07,1.536490321,,
nwis_01649190,12/3/07,1.349357736,,
nwis_01649190,12/4/07,1.665077163,,
nwis_01649190,12/5/07,1.969118922,,
nwis_01649190,12/6/07,2.117152933,,
nwis_01649190,12/7/07,2.067532195,,
nwis_01649190,12/8/07,1.718822806,,
nwis_01649190,12/9/07,1.532724905,,
nwis_01649190,12/10/07,1.297949154,,
nwis_01649190,12/11/07,1.15110466,,1.024603216
nwis_01649190,12/12/07,1.057820736,,0.801922452
nwis_01649190,12/13/07,1.265399229,,
nwis_01649190,12/15/07,1.583772576,,
nwis_01649190,12/16/07,1.497457089,,
nwis_01649190,12/17/07,1.787151632,,
nwis_01649190,12/18/07,1.92527775,,
nwis_01649190,12/19/07,1.811302107,,
nwis_01649190,12/20/07,1.857615016,,
nwis_01649190,12/21/07,1.74447951,,
nwis_01649190,12/22/07,1.515475424,,
nwis_01649190,12/23/07,1.170521176,,1.144335566
nwis_01649190,12/24/07,1.320298603,,
nwis_01649190,12/25/07,1.520962351,,
nwis_01649190,12/26/07,1.578583588,,
nwis_01649190,12/27/07,1.427255759,,
nwis_01649190,12/28/07,1.470380496,1.502223402,
nwis_01649190,12/29/07,1.180698998,,
nwis_01649190,12/30/07,1.394503103,,
nwis_01649190,1/2/08,1.917926473,,
nwis_01649190,1/3/08,2.184358075,,
nwis_01649190,1/4/08,2.190669484,,
nwis_01649190,1/5/08,2.151375101,,
nwis_01649190,1/6/08,1.818775303,,
nwis_01649190,1/7/08,1.399802423,1.847999755,
nwis_01649190,1/8/08,1.159269708,1.37946129,1.158164483
nwis_01649190,1/9/08,0.937955372,1.310655479,0.631236523
nwis_01649190,1/10/08,1.233673432,1.585787865,1.680113508
nwis_01649190,1/11/08,1.144636531,1.22063901,0.547839253
nwis_01649190,1/12/08,1.270510841,1.421662685,
nwis_01649190,1/13/08,1.443495194,1.359603183,
nwis_01649190,1/14/08,1.445369789,1.625079652,
nwis_01649190,1/15/08,1.811302107,,
nwis_01649190,1/16/08,1.921601792,1.684416651,
nwis_01649190,1/17/08,2.036337161,,
nwis_01649190,1/18/08,1.778102348,,
nwis_01649190,1/19/08,1.754465586,1.751412913,
nwis_01649190,1/20/08,2.107799881,,
nwis_01649190,1/21/08,2.204431623,,
nwis_01649190,1/24/08,2.190022074,,
nwis_01649190,1/25/08,2.215123673,,
nwis_01649190,1/26/08,2.19698277,1.582032502,
nwis_01649190,1/27/08,2.159616039,1.711223747,
nwis_01649190,1/28/08,2.127639708,1.705031441,
nwis_01649190,1/29/08,1.959991176,1.806690271,
nwis_01649190,1/31/08,1.92895435,1.461849261,
nwis_01649190,2/1/08,1.686084803,,
nwis_01649190,2/2/08,1.61698109,,
nwis_01649190,2/3/08,1.548104624,,
nwis_01649190,2/4/08,1.377211761,,
nwis_01649190,2/5/08,1.23707583,1.928722551,
nwis_01649190,2/7/08,1.008506038,,
nwis_01649190,2/8/08,1.332880731,,
nwis_01649190,2/9/08,1.366781588,,
nwis_01649190,2/10/08,1.57779749,1.814878201,
nwis_01649190,2/12/08,2.106348915,,
nwis_01649190,2/13/08,1.823705885,,
nwis_01649190,2/14/08,1.834843708,,
nwis_01649190,2/15/08,1.651662242,,
nwis_01649190,2/16/08,1.612413764,,
nwis_01649190,2/17/08,1.543395345,,
nwis_01649190,2/18/08,1.066409235,,
nwis_01649190,2/19/08,1.445682238,1.523660542,
nwis_01649190,2/20/08,1.801130106,,
nwis_01649190,2/21/08,1.957109549,0.935862268,
nwis_01649190,2/22/08,1.94734696,,
nwis_01649190,2/23/08,1.79588709,,
nwis_01649190,2/24/08,1.728321635,1.575247448,
nwis_01649190,2/25/08,1.482897099,1.417786532,
nwis_01649190,2/26/08,1.463030491,1.571022656,
nwis_01649190,2/28/08,1.98017358,1.326010255,
nwis_01649190,2/29/08,1.915370108,1.366545815,
nwis_01649190,3/1/08,1.598875132,1.059516786,
nwis_01649190,3/2/08,1.611941338,0.78699298,
nwis_01649190,3/3/08,1.276553459,1.386898396,
nwis_01649190,3/4/08,0.722009676,,1.248252587
nwis_01649190,3/5/08,0.651231359,,
nwis_01649190,3/6/08,1.023043163,0.900986882,
nwis_01649190,3/7/08,1.127551908,1.160039947,
nwis_01649190,3/8/08,1.008964949,,
nwis_01649190,3/9/08,1.37939186,0.940747444,
nwis_01649190,3/10/08,1.31579574,1.129253559,
nwis_01649190,3/11/08,1.142788865,1.28050325,
nwis_01649190,3/12/08,1.068250092,0.635932413,
nwis_01649190,3/13/08,1.044025265,0.677156335,
nwis_01649190,3/14/08,0.758548548,0.696941765,1.251719628
nwis_01649190,3/15/08,0.520709662,0.537312909,0.574270358
nwis_01649190,3/18/08,0.930334477,0.919872736,
nwis_01649190,3/19/08,0.674094613,0.956866214,0.50453359
nwis_01649190,3/20/08,0.673191632,0.700442455,0.793496707
nwis_01649190,3/21/08,0.903226955,0.804889706,
nwis_01649190,3/22/08,1.061807809,1.110813068,
nwis_01649190,3/23/08,1.145098473,0.675931455,
nwis_01649190,3/24/08,1.160040161,0.920916845,
nwis_01649190,3/25/08,1.139247966,0.795631278,
nwis_01649190,3/27/08,0.742535904,1.423606875,
nwis_01649190,3/28/08,0.682825485,1.225185032,
nwis_01649190,3/29/08,0.871291998,0.886952409,
nwis_01649190,3/30/08,1.004988062,0.939982789,
nwis_01649190,3/31/08,0.974574944,1.705267768,
nwis_01649190,4/1/08,0.447349447,1.018033976,
nwis_01649190,4/2/08,0.511599837,0.804261072,
nwis_01649190,4/3/08,0.935363952,,
nwis_01649190,4/4/08,0.846538514,,
nwis_01649190,4/5/08,0.480865558,0.952619938,
nwis_01649190,4/6/08,0.648525559,1.01296018,
nwis_01649190,4/7/08,0.787433102,1.148777897,
nwis_01649190,4/8/08,0.754317578,1.120430045,
nwis_01649190,4/9/08,0.513092972,0.652905528,
nwis_01649190,4/15/08,0.452559443,0.530191996,
nwis_01649190,4/17/08,0.160783596,0.460746876,
nwis_01649190,4/18/08,-0.086727473,0.458815307,1.074983337
nwis_01649190,4/19/08,-0.206252253,0.499547598,0.885713435
nwis_01649190,4/21/08,0.104802535,,
nwis_01649190,4/22/08,-0.016444463,,
nwis_01649190,4/23/08,-0.142748518,0.480990801,0.932104713
nwis_01649190,5/16/08,-0.062214407,,1.913030697
nwis_01649190,5/17/08,0.009173987,,0.381574553
nwis_01649190,5/18/08,0.051165493,1.652203203,0.283042598
nwis_01649190,5/19/08,0.176345132,1.355024556,0.266680045
nwis_01649190,5/20/08,0.326258819,,0.425115975
nwis_01649190,5/21/08,0.260525851,1.936636945,0.265457442
nwis_01649190,5/22/08,0.272327316,1.649501258,0.302408781
nwis_01649190,5/23/08,0.166654467,,0.537345121
nwis_01649190,5/24/08,0.031616893,1.402183946,0.497058757
nwis_01649190,5/25/08,-0.049583591,0.978022649,0.404450583
nwis_01649190,5/29/08,-0.135664052,0.996381579,0.923053548
nwis_01649190,6/17/08,-0.66845694,1.008220206,0.276726009
nwis_01649190,6/18/08,-0.474058053,1.463614674,0.376197812
nwis_01649190,6/19/08,-0.433068504,1.237378492,0.457327534
nwis_01649190,6/20/08,-0.590162449,0.965976206,0.373392298
nwis_01649190,6/21/08,-0.755696682,0.824381871,0.336105526
nwis_01649190,6/26/08,-0.909148843,0.807731726,0.297968765
nwis_01649190,6/28/08,-1.075210257,1.702327762,0.29806417
nwis_01649190,6/29/08,-1.075623999,0.97520182,0.33296738
nwis_01649190,6/30/08,-0.984251179,1.333822685,0.468266073
nwis_01649190,7/1/08,-0.821189028,1.900072351,0.69417443
nwis_01649190,7/2/08,-0.830547309,1.29818206,0.601476417
nwis_01649190,7/3/08,-0.880476114,1.086335626,0.6973158
nwis_01649190,7/4/08,-0.929583972,1.193872195,0.695769534
nwis_01649190,7/5/08,-0.92277462,1.977217475,0.982981224
nwis_01649190,7/7/08,-1.027848033,0.752601888,0.43766647
nwis_01649190,7/11/08,-1.019551332,1.011128606,0.453596773
nwis_01649190,7/12/08,-1.115853185,1.113442901,0.612095708
nwis_01649190,7/13/08,-1.163552544,,1.874938241
nwis_01649190,7/14/08,-1.077140981,,
nwis_01649190,7/15/08,-1.010282535,1.266934115,0.504430932
nwis_01649190,7/17/08,-1.09271772,0.90883178,0.526190505
nwis_01649190,7/18/08,-1.190443798,0.844138501,0.492573044
nwis_01649190,7/19/08,-1.208259444,0.996925053,0.515580242
nwis_01649190,7/20/08,-1.273490256,0.733553306,0.344459732
nwis_01649190,7/26/08,-1.002116835,1.314793455,0.819375164
nwis_01649190,7/28/08,-0.990762253,0.954141185,0.399203429
nwis_01649190,7/29/08,-1.07203794,0.854556844,0.468282751
nwis_01649190,7/30/08,-1.148032089,1.218413357,0.658473171
nwis_01649190,7/31/08,-1.092993303,1.166519857,0.48417454
nwis_01649190,8/1/08,-1.160394511,1.26657384,0.694842186
nwis_01649190,8/2/08,-1.082656287,1.327383274,0.451873485
nwis_01649190,8/3/08,-1.016508329,1.443524424,0.603571864
nwis_01649190,8/4/08,-0.958878971,1.178867574,0.592614171
nwis_01649190,8/6/08,-1.082932011,1.016370238,0.450849658
nwis_01649190,8/7/08,-0.965953208,1.766257107,0.642093315
nwis_01649190,8/8/08,-0.848413479,1.289739801,0.574206496
nwis_01649190,8/9/08,-0.715566429,1.530607188,0.572024503
nwis_01649190,8/10/08,-0.704186052,1.838238738,0.848635146
nwis_01649190,8/13/08,-0.737606058,1.575637558,0.838115072
nwis_01649190,8/15/08,-0.749247662,1.554115861,0.781858397
nwis_01649190,8/16/08,-0.746863795,1.271384271,0.607311742
nwis_01649190,8/17/08,-0.735782054,1.449872711,0.650100409
nwis_01649190,8/18/08,-0.814901121,1.543193918,0.757571606
nwis_01649190,8/19/08,-0.937085427,1.583047063,0.680556726
nwis_01649190,8/22/08,-0.724272912,1.621019059,0.719279034
nwis_01649190,8/23/08,-0.761302816,1.912065996,0.939199265
nwis_01649190,8/24/08,-0.874625091,1.842268389,0.752052097
nwis_01649190,8/25/08,-0.958462761,1.550796762,0.799814222
nwis_01649190,8/26/08,-0.793787048,1.900268661,0.909750339
nwis_01649190,8/27/08,-0.647749574,,1.178879374
nwis_01649190,8/28/08,-0.644366723,1.794041428,0.521919962
nwis_01649190,8/31/08,-0.879083171,1.001931471,0.259720019
nwis_01649190,9/1/08,-0.7051698,1.302929998,0.195193054
nwis_01649190,9/2/08,-0.714723662,,0.449918876
nwis_01649190,9/3/08,-0.815180626,1.298545727,0.372113316
nwis_01649190,9/4/08,-0.921523667,1.529913364,0.512025054
nwis_01649190,9/5/08,-0.976906314,1.884519795,0.69670626
nwis_01649190,9/6/08,-0.995748,,
nwis_01649190,9/9/08,-0.862220748,,1.485501274
nwis_01649190,9/10/08,-0.697720207,,1.116809322
nwis_01649190,9/11/08,-0.684641497,1.361776624,0.684173893
nwis_01649190,9/12/08,-0.788749893,,0.911948586
nwis_01649190,9/13/08,-0.940835081,1.107586673,0.553326118
nwis_01649190,9/14/08,-1.073555199,1.29802521,0.583211736
nwis_01649190,9/15/08,-1.008068443,1.713436722,0.499713197
nwis_01649190,9/16/08,-0.674791603,,1.068538031
nwis_01649190,9/19/08,-0.342107007,1.586242879,1.470057622
nwis_01649190,9/20/08,-0.205964054,,1.562047946
nwis_01649190,9/21/08,-0.206828638,1.784926032,1.434063969
nwis_01649190,9/22/08,-0.34267949,1.914931081,1.668301027
nwis_01649190,9/23/08,-0.360990274,1.849545772,1.326511022
nwis_01649190,9/24/08,-0.205675851,,
nwis_01649190,9/25/08,-0.119606312,,1.737491318
nwis_01649190,9/28/08,-0.640560326,,1.219071112
nwis_01649190,9/29/08,-0.505596642,1.670230286,0.584895291
nwis_01649190,10/1/08,-0.248572399,,
nwis_01649190,10/2/08,0.038179607,,1.398767948
nwis_01649190,10/4/08,0.032929264,,
nwis_01649190,10/5/08,0.007134962,1.817836533,
nwis_01649190,10/6/08,0.094999842,1.6936678,
nwis_01649190,10/7/08,0.292701003,,
nwis_01649190,10/8/08,0.27114686,,
nwis_01649190,10/9/08,-0.021680587,,
nwis_01649190,10/10/08,-0.055682217,,
nwis_01649190,10/11/08,0.076577813,,
nwis_01649190,10/12/08,0.119442279,,
nwis_01649190,10/13/08,0.063283467,,
nwis_01649190,10/14/08,-0.027206129,,
nwis_01649190,10/15/08,-0.216192567,,
nwis_01649190,10/16/08,-0.274151378,,
nwis_01649190,10/17/08,-0.007569032,,
nwis_01649190,10/18/08,0.307329526,,
nwis_01649190,10/19/08,0.567817046,,
nwis_01649190,10/20/08,0.736345686,,
nwis_01649190,10/21/08,0.71507163,,
nwis_01649190,10/22/08,0.782742269,,
nwis_01649190,10/26/08,0.437082216,,
nwis_01649190,10/27/08,0.704367515,,
nwis_01649190,10/28/08,0.854735755,,
nwis_01649190,10/30/08,1.112941124,,
nwis_01649190,10/31/08,1.091428229,,
nwis_01649190,11/1/08,0.859443055,,
nwis_01649190,11/2/08,0.696380764,,
nwis_01649190,11/3/08,0.639959552,,
nwis_01649190,11/4/08,0.535652609,,
nwis_01649190,11/5/08,0.319601977,,
nwis_01649190,11/6/08,0.168856483,,1.548142106
nwis_01649190,11/7/08,0.112267478,,1.101967782
nwis_01649190,11/8/08,0.185011931,,1.483183994
nwis_01649190,11/9/08,0.452559443,,
nwis_01649190,11/10/08,0.76792023,,
nwis_01649190,11/11/08,1.049082535,,
nwis_01649190,11/12/08,0.950154669,,
nwis_01649190,11/13/08,0.809842831,,
nwis_01649190,11/14/08,0.611132002,,
nwis_01649190,11/15/08,0.283545075,,
nwis_01649190,11/16/08,0.763233854,,
nwis_01649190,11/19/08,1.60816232,,0.816535593
nwis_01649190,11/20/08,1.482427591,,0.674765579
nwis_01649190,11/21/08,1.649453549,,0.595940874
nwis_01649190,11/22/08,1.877221239,,0.527102163
nwis_01649190,11/23/08,1.930233317,,0.657438335
nwis_01649190,11/24/08,1.769056957,,0.908584001
nwis_01649190,11/25/08,1.474134689,,0.71837451
nwis_01649190,11/26/08,1.556584,,0.565827512
nwis_01649190,11/27/08,1.681818391,,0.644936658
nwis_01649190,11/28/08,1.681344399,,0.592287218
nwis_01649190,11/29/08,1.712809103,,0.681852298
nwis_01649190,11/30/08,1.458496672,,1.435005125
nwis_01649190,12/1/08,1.246976888,,0.431034074
